StationID,Ambloplitescavifrons,Ambloplitesrupestris,Ameiurusnatalis,Ameiurusnebulosus,Ameiurusplatycephalus,Amiacalva,Anguillarostrata,Aphredoderussayanus,Campostomaanomalum,Campostomaoligolepis,Catostomuscommersonii,Chrosomusoreas,Clinostomusfunduloides,Cottusbaileyi,Cottusbairdii,Cottuscaeruleomentum,Cottuscarolinae,Cottusgirardi,Cottuskanawhae,Cottussp_4,Cottussp_5,Cyprinellaanalostana,Cyprinellagalactura,Cyprinellaspiloptera,Cyprinuscarpio,Dorosomacepedianum,Erimystaxdissimilis,Erimyzonoblongus,Esoxniger,Etheostomablennioides,Etheostomacaeruleum,Etheostomacamurum,Etheostomachlorobranchium,Etheostomakanawhae,Etheostomalongimanum,Etheostomanigrum,Etheostomaosburni,Etheostomapodostemone,Etheostomarufilineatum,Etheostomasimoterum,Etheostomaswannanoa,Etheostomatenneseense,Etheostomavitreum,Etheostomavulneratum,Etheostomazonale,Etheostomabrevispinum,Etheostomaflabellare,Etheostomameadiae,Etheostomaolmstedi,Exoglossumlaurae,Exoglossummaxillingua,Funduluscatenatus,Fundulusrathbuni,Gambusiaholbrooki,Hybognathusregius,Hybopsisamblops,Hypenteliumroanokense,Hypenteliumnigricans,Ichthyomyzonbdellium,Lampetraaepyptera,Lepisosteusosseus,Lepomisauritus,Lepomiscyanellus,Lepomisgibbosus,Lepomisgulosus,Lepomismacrochirus,Lepomismegalotis,Lepomismicrolophus,Lethenteronappendix,Luxilusalbeolus,Luxiluscerasinus,Luxiluschrysocephalus,Luxiluscoccogenis,Luxiluscornutus,Lythrurusardens,Micropteruspunctulatus,Micropterusdolomieu,Micropterussalmoides,Moxostomaariommum,Moxostomabreviceps,Moxostomacarinatum,Moxostomacervinum,Moxostomaduquesnei,Moxostomaerythrurum,Moxostomamacrolepidotum,Moxostomapappillosum,Moxostomacollapsum,Moxostomahamiltoni,Moxostomarhothoeca,Nocomisleptocephalus,Nocomismicropogon,Nocomisplatyrhynchus,Nocomisraneyi,Notemigonuscrysoleucas,Notropisamoenus,Notropisariommus,Notropischiliticus,Notropishudsonius,Notropisleuciodus,Notropismicropteryx,Notropisphotogenis,Notropisprocne,Notropisrubellus,Notropisrubricroceus,Notropissemperasper,Notropisspectrunculus,Notropistelescopus,Notropisvolucellus,Noturusgilberti,Noturusinsignis,Oncorhynchusmykiss,Percinacaprodes,Percinaevides,Percinagymnocephala,Percinanevisense,Percinanotogramma,Percinapeltata,Percinarex,Percinaroanoka,Petromyzonmarinus,Phenacobiusteretulus,Pimephalesnotatus,Pylodictisolivaris,Rhinichthysatratulus,Rhinichthysobtusus,Rhinichthyscataractae,Salmotrutta,Salvelinusfontinalis,Semotilusatromaculatus,Semotiluscorporalis
4ASDA004.94,0,0,0,0,0,0,0,0,25,0,43,169,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0
4ASMR017.72,0,3,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,23,9,0,0,0,7,0,2,1,5,0,0,4,0,3,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
4ASMR023.52,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,5,19,0,0,0,106,0,0,0,0,0,0,3,0,9,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
4ASRE063.69,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,5,0,3,0,3,0,0,37,0,1,0,0,0,0,1,5,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0
4ASRE063.69,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,7,0,0,27,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
4ATRB000.97,0,3,0,0,1,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,2,11,0,0,0,23,0,1,0,3,0,0,0,23,48,0,0,0,10,0,5,1,0,0,0,5,0,0,0,0,0,0,24,66,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0
4AXMY000.22,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
4AXNC000.10,0,0,0,0,0,0,0,0,0,0,2,45,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0
4AXOF001.26,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BGAR001.19,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,39,0
5AMHN104.12,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,7,0,0,0,0,0,0,0,0,20,0,5,0,31,2,1,0,3,0,0,0,26,0,0,0,0,0,0,1,2,0,0,0,2,0,3,0,0,5,0,0,10,0,0,25,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
5ANMR029.33,0,0,0,0,0,0,0,2,1,0,11,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,1,0,0,0,19,1,0,0,7,0,0,0,0,30,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,0
5ANTW066.95,8,0,0,0,0,2,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,6,0,0,0,0,0,1,0,0,8,0,0,3,34,0,0,0,8,0,0,0,28,0,0,0,0,22,0,4,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,1,5,0,0,0,0,0,0,5,0,0,0,0,0,1,0,5,0,0,0,0,23,0,0,3,11,2,0,0,0,0,0,0,0,0,0,0
5ANTW098.82,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,0,12,0,0,0,4,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,1,25,1,0,0,0,0,0,0,0,0,0,0
5AXIA000.48,0,0,0,0,0,0,0,10,0,0,5,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,58,0
6AFOX001.69,0,3,0,0,0,0,0,0,38,0,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,26,0
6AFOX001.69,0,8,0,0,0,0,0,0,85,0,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,34,0
6AFRY006.70,0,0,0,0,0,0,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0
6AMCR005.94,0,15,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6APAW001.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0
6ASAT011.43,0,3,0,0,0,0,0,0,39,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,68,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,15,0
6ASLV000.85,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,16,0
6BHAR002.41,0,0,0,0,0,0,0,0,0,92,3,0,0,0,0,0,0,0,0,129,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,4,0,0,0,0,0,0,0,0,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0
6BIDI009.04,0,7,0,0,0,0,0,0,0,23,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,94,0,0,0,69,0
6BPLL001.61,0,36,0,0,0,0,0,0,0,229,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,37,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,30,0,41,0,0,0,0,2,0,0,0,1,0,0,0,0,23,6,0,0,0,10,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,98,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6BPLL001.61,0,5,0,0,0,0,0,0,0,171,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,70,0,0,30,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,8,0
6BSTC000.04,0,12,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0
6CGAS000.45,0,11,0,0,0,0,0,0,0,207,4,0,0,0,0,0,25,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,2,0
6CLAL000.19,0,20,0,0,0,0,0,0,0,58,1,0,0,13,0,0,30,0,0,0,21,0,0,0,2,0,0,0,0,15,0,0,4,0,0,0,0,0,24,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,14,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,6,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
6CLIB001.06,0,11,0,0,0,0,0,0,0,318,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,11,0,1,0,0,34,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6CNFH073.03,0,40,0,0,0,0,0,0,0,190,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,57,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6CSFH082.78,0,12,0,0,0,0,0,0,0,284,1,0,0,0,0,0,20,0,0,0,123,0,2,0,0,11,0,0,0,23,0,0,0,0,0,0,0,0,29,28,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6CSFH099.18,0,1,0,0,0,0,0,0,0,88,0,0,0,0,0,0,32,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,9,0,2,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,2,0,0
6CSTU000.15,0,0,0,0,0,0,0,0,0,16,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,1,1,0
8-FRK005.53,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2
8-MAR007.63,0,0,1,0,0,0,34,2,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,7
8-PGN002.42,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
8-RIG004.13,0,0,0,0,0,0,0,2,0,0,11,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,8,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8-SAR058.13,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,10,0,0,0,0,0,0,11,0,0,0,10,0,9,0,17,0,1,0,0,0,0,0,11,18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,7,5,0,0,3,0,0,0,0,0,0,0,0,0,0
9-DDD006.61,0,9,0,0,0,0,0,0,13,0,23,48,37,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,3,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,4,0,0,0,0
9-DEF000.34,0,0,0,0,0,0,0,0,1,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0
9-DPW002.31,0,0,0,0,0,0,0,0,0,0,0,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0
9-GSC000.44,0,7,0,0,0,0,0,0,26,0,4,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
9-KNS002.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0
9-LFK005.39,0,4,0,0,0,0,0,0,52,0,1,20,105,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,37,0
9-LRV012.98,0,38,0,0,0,0,0,0,44,0,5,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,37,0,0,0,12,0,0,0,0,0,0,0,47,0,0,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,46,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,47,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,12,0,0,0,0
